university,city,department,factor,reviewer_type,review_text,rating,
Riphah Rawalpindi Campus,Rawalpindi,Civil,Overall,Alumni,"University: Riphah Rawalpindi Campus, City: Rawalpindi. Overall: Strong programs in technical fields with good placement pipelines for top students. Placement support favours top students; average students find fewer opportunities. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship.",3,
APCOMS,Rawalpindi,Business,Sports,Postgraduate student,"University: APCOMS, City: Rawalpindi. Sports: Funding for competitive teams is limited and coaching is inconsistent. This aligns with several student forum complaints from last semester. A visible improvement over the past two years.",2,
GIKI (commuter students),Rawalpindi,Mechanical Engineering,Sports,Alumni,"University: GIKI (commuter students), City: Rawalpindi. Sports: Facilities are adequate for casual and intramural sports. Based on informal surveys among peers, this is a recurring pattern.",5,
Air University,Islamabad,Mechanical Engineering,Campus,Undergraduate student,"University: Air University, City: Islamabad. Campus: Older buildings need renovation and signage is insufficient between blocks. Focus groups highlighted these issues during exit interviews.",2,
Pakistan Institute of Engineering and Applied Sciences (PIEAS),Islamabad,Mechanical Engineering,Hostels,Undergraduate student,"University: Pakistan Institute of Engineering and Applied Sciences (PIEAS), City: Islamabad. Hostels: Newer hostels have good amenities and 24/7 security. Lab booking logs and placement statistics reflect this trend.",5,
Fatima Jinnah Women University (Rawalpindi),Rawalpindi,Business,Management,Staff,"University: Fatima Jinnah Women University (Rawalpindi), City: Rawalpindi. Management: Online portals simplify registration and fee payments; scholarship info is clear. Students report slow responses from some administrative offices during peak periods. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship. Several faculty members publish regularly.",2,
NUML,Islamabad,Mechanical Engineering,Sports,Undergraduate student,"University: NUML, City: Islamabad. Sports: Active student clubs organize inter-department tournaments and fitness sessions. Facilities are small for growing interest, with limited coaching staff.",3,
Pakistan Institute of Engineering and Applied Sciences (PIEAS),Islamabad,Physics,Campus,Alumni,"University: Pakistan Institute of Engineering and Applied Sciences (PIEAS), City: Islamabad. Campus: Green campus spaces useful for group study and outdoor events. Accessibility gaps remain despite improvements in some areas.",2,
COMSATS,Islamabad,Medical,Events,Faculty,"University: COMSATS, City: Islamabad. Events: Logistics and scheduling conflicts sometimes reduce event quality.",1,
Fatima Jinnah Women University (Rawalpindi),Rawalpindi,Computer Science,Cafeteria,Faculty,"University: Fatima Jinnah Women University (Rawalpindi), City: Rawalpindi. Cafeteria: Affordable food options with some healthy choices and extended hours during exams.",5,
NUST,Islamabad,Computer Science,Events,Alumni,"University: NUST, City: Islamabad. Events: Student societies run well-attended cultural and academic events.",2,
NUML,Islamabad,Medical,Labs,Staff,"University: NUML, City: Islamabad. Labs: Practical lab sessions are well-supervised and closely linked to coursework. Lab schedules clash with other courses and maintenance downtimes are poorly communicated. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship.",4,
SZABIST Islamabad,Islamabad,Medical,Hostels,Postgraduate student,"University: SZABIST Islamabad, City: Islamabad. Hostels: Strict curfews and slow maintenance responses frustrate many residents. Based on informal surveys among peers, this is a recurring pattern.",3,
GIKI (commuter students),Rawalpindi,Civil,Cafeteria,Faculty,"University: GIKI (commuter students), City: Rawalpindi. Cafeteria: Several vendors provide variety, though peak times get crowded. Food hygiene and variety are sometimes a concern, especially during busy hours.",4,
CUST,Islamabad,Civil,Resources,Alumni,"University: CUST, City: Islamabad. Resources: Good access to online journals and lab licenses that support thesis work. Access to paid journals is limited for certain programs, blocking literature reviews.",4,
SZABIST Islamabad,Islamabad,Civil,Hostels,Faculty,"University: SZABIST Islamabad, City: Islamabad. Hostels: Strict curfews and slow maintenance responses frustrate many residents. Alumni feedback corroborates these points.",3,
SZABIST Islamabad,Islamabad,Physics,Overall,Staff,"University: SZABIST Islamabad, City: Islamabad. Overall: Overall positive academic environment with opportunities for research. Overall reputation is strong for certain departments but weaker for others, causing mixed outcomes.",2,
CUST,Islamabad,Physics,Overall,Undergraduate student,"University: CUST, City: Islamabad. Overall: Strong programs in technical fields with good placement pipelines for top students. Placement support favours top students; average students find fewer opportunities.",4,
CUST,Islamabad,Computer Science,Labs,Faculty,"University: CUST, City: Islamabad. Labs: Labs have modern equipment (including GPU clusters in CS) useful for projects and competitions. Lab schedules clash with other courses and maintenance downtimes are poorly communicated. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship.",3,
APCOMS,Rawalpindi,Biology,Labs,Staff,"University: APCOMS, City: Rawalpindi. Labs: Practical lab sessions are well-supervised and closely linked to coursework.",5,
BNU - Beaconhouse National University,Islamabad,Computer Science,Campus,Faculty,"University: BNU - Beaconhouse National University, City: Islamabad. Campus: Recent renovations provided improved study pods and accessibility features. Older buildings need renovation and signage is insufficient between blocks. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship.",4,
Quaid-i-Azam University,Islamabad,Biology,Events,Undergraduate student,"University: Quaid-i-Azam University, City: Islamabad. Events: Logistics and scheduling conflicts sometimes reduce event quality. Focus groups highlighted these issues during exit interviews. Lab booking logs and placement statistics reflect this trend.",2,
Riphah International University,Islamabad,Computer Science,Events,Postgraduate student,"University: Riphah International University, City: Islamabad. Events: Tech expos and speaker series bring industry professionals and recent research talks. Logistics and scheduling conflicts sometimes reduce event quality.",3,
CUST,Islamabad,Physics,Cafeteria,Faculty,"University: CUST, City: Islamabad. Cafeteria: Long queues and limited seating during events are frequent complaints. This aligns with several student forum complaints from last semester. Based on informal surveys among peers, this is a recurring pattern.",3,
Air University,Islamabad,Economics,Overall,Staff,"University: Air University, City: Islamabad. Overall: Strong programs in technical fields with good placement pipelines for top students. Placement support favours top students; average students find fewer opportunities. Hostel maintenance needs faster turnaround.",2,
Air University,Islamabad,Mechanical Engineering,Sports,Undergraduate student,"University: Air University, City: Islamabad. Sports: Active student clubs organize inter-department tournaments and fitness sessions. Facilities are small for growing interest, with limited coaching staff. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship. Alumni feedback corroborates these points.",3,
Rawalpindi Medical University,Rawalpindi,Business,Campus,Staff,"University: Rawalpindi Medical University, City: Rawalpindi. Campus: Accessibility gaps remain despite improvements in some areas.",3,
NUST,Islamabad,Physics,Campus,Undergraduate student,"University: NUST, City: Islamabad. Campus: Recent renovations provided improved study pods and accessibility features. Accessibility gaps remain despite improvements in some areas. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship. Lab booking logs and placement statistics reflect this trend.",4,
Quaid-i-Azam University,Islamabad,Business,Sports,Undergraduate student,"University: Quaid-i-Azam University, City: Islamabad. Sports: Active student clubs organize inter-department tournaments and fitness sessions. Based on informal surveys among peers, this is a recurring pattern.",5,
