university,city,department,factor,reviewer_type,review_text,rating
CUST,Islamabad,Mechanical Engineering,Campus,Postgraduate student,"University: CUST, City: Islamabad. Campus: Green campus spaces useful for group study and outdoor events. In Mechanical Engineering, students reported strong project outcomes this year. Hostel maintenance needs faster turnaround.",4
Pakistan Institute of Engineering and Applied Sciences (PIEAS),Islamabad,Mechanical Engineering,Management,Postgraduate student,"University: Pakistan Institute of Engineering and Applied Sciences (PIEAS), City: Islamabad. Management: Grievance cells and student helplines exist to address issues. Elective approvals and administrative disputes can take several weeks to resolve.",3
Rawalpindi Medical University,Rawalpindi,Medical,Management,Staff,"University: Rawalpindi Medical University, City: Rawalpindi. Management: Students report slow responses from some administrative offices during peak periods.",3
Riphah International University,Islamabad,Business,Overall,Undergraduate student,"University: Riphah International University, City: Islamabad. Overall: Overall positive academic environment with opportunities for research. Overall reputation is strong for certain departments but weaker for others, causing mixed outcomes. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship.",3
Fatima Jinnah Women University (Rawalpindi),Rawalpindi,Economics,Sports,Undergraduate student,"University: Fatima Jinnah Women University (Rawalpindi), City: Rawalpindi. Sports: Funding for competitive teams is limited and coaching is inconsistent. Focus groups highlighted these issues during exit interviews.",2
COMSATS,Islamabad,Mechanical Engineering,Campus,Postgraduate student,"University: COMSATS, City: Islamabad. Campus: Green campus spaces useful for group study and outdoor events. Older buildings need renovation and signage is insufficient between blocks. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship.",4
Rawalpindi Medical University,Rawalpindi,Mechanical Engineering,Sports,Alumni,"University: Rawalpindi Medical University, City: Rawalpindi. Sports: Facilities are small for growing interest, with limited coaching staff. This aligns with several student forum complaints from last semester.",1
Riphah Rawalpindi Campus,Rawalpindi,Biology,Management,Postgraduate student,"University: Riphah Rawalpindi Campus, City: Rawalpindi. Management: Grievance cells and student helplines exist to address issues. Elective approvals and administrative disputes can take several weeks to resolve. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship. Lab booking logs and placement statistics reflect this trend.",2
COMSATS,Islamabad,Biology,Resources,Alumni,"University: COMSATS, City: Islamabad. Resources: Resource allocation can be uneven; some departments report outdated software or restricted hours. Focus groups highlighted these issues during exit interviews.",2
COMSATS,Islamabad,Physics,Faculty,Staff,"University: COMSATS, City: Islamabad. Faculty: Several professors run labs with graduate students and publish regularly, offering good mentorship. Variation in faculty quality exists — adjuncts sometimes lack consistent feedback. Alumni feedback corroborates these points.",2
Rawalpindi Medical University,Rawalpindi,Electrical Engineering,Cafeteria,Faculty,"University: Rawalpindi Medical University, City: Rawalpindi. Cafeteria: Affordable food options with some healthy choices and extended hours during exams. Food hygiene and variety are sometimes a concern, especially during busy hours.",2
Fatima Jinnah Women University (Rawalpindi),Rawalpindi,Business,Overall,Faculty,"University: Fatima Jinnah Women University (Rawalpindi), City: Rawalpindi. Overall: Strong programs in technical fields with good placement pipelines for top students. Lab booking logs and placement statistics reflect this trend.",5
Riphah International University,Islamabad,Biology,Cafeteria,Postgraduate student,"University: Riphah International University, City: Islamabad. Cafeteria: Affordable food options with some healthy choices and extended hours during exams. Food hygiene and variety are sometimes a concern, especially during busy hours.",4
BNU - Beaconhouse National University,Islamabad,Civil,Cafeteria,Alumni,"University: BNU - Beaconhouse National University, City: Islamabad. Cafeteria: Several vendors provide variety, though peak times get crowded. Food hygiene and variety are sometimes a concern, especially during busy hours.",2
GIKI (commuter students),Rawalpindi,Business,Management,Faculty,"University: GIKI (commuter students), City: Rawalpindi. Management: Online portals simplify registration and fee payments; scholarship info is clear. Based on informal surveys among peers, this is a recurring pattern.",5
BNU - Beaconhouse National University,Islamabad,Civil,Resources,Faculty,"University: BNU - Beaconhouse National University, City: Islamabad. Resources: Good access to online journals and lab licenses that support thesis work. Civil faculty recently collaborated with local industry on projects.",4
NUST,Islamabad,Computer Science,Labs,Faculty,"University: NUST, City: Islamabad. Labs: Practical lab sessions are well-supervised and closely linked to coursework. Certain lab equipment is dated and booking is competitive, delaying final projects. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship.",4
COMSATS,Islamabad,Economics,Overall,Undergraduate student,"University: COMSATS, City: Islamabad. Overall: Overall reputation is strong for certain departments but weaker for others, causing mixed outcomes. This aligns with several student forum complaints from last semester.",3
BNU - Beaconhouse National University,Islamabad,Civil,Events,Alumni,"University: BNU - Beaconhouse National University, City: Islamabad. Events: Tech expos and speaker series bring industry professionals and recent research talks. Civil faculty recently collaborated with local industry on projects.",4
SZABIST Islamabad,Islamabad,Physics,Sports,Postgraduate student,"University: SZABIST Islamabad, City: Islamabad. Sports: Facilities are adequate for casual and intramural sports. Funding for competitive teams is limited and coaching is inconsistent. More networking sessions would help.",2
FAST-NUCES,Islamabad,Mechanical Engineering,Labs,Faculty,"University: FAST-NUCES, City: Islamabad. Labs: Practical lab sessions are well-supervised and closely linked to coursework. Lab booking logs and placement statistics reflect this trend.",4
Foundation University Islamabad,Islamabad,Electrical Engineering,Resources,Staff,"University: Foundation University Islamabad, City: Islamabad. Resources: Good access to online journals and lab licenses that support thesis work.",4
BNU - Beaconhouse National University,Islamabad,Mechanical Engineering,Faculty,Undergraduate student,"University: BNU - Beaconhouse National University, City: Islamabad. Faculty: Some lecturers rely heavily on slide-based lectures and are hard to reach during office hours.",2
SZABIST Islamabad,Islamabad,Medical,Faculty,Faculty,"University: SZABIST Islamabad, City: Islamabad. Faculty: Faculty are research-active and helpful in securing internships and industry collaborations.",4
Foundation University Islamabad,Islamabad,Electrical Engineering,Labs,Postgraduate student,"University: Foundation University Islamabad, City: Islamabad. Labs: Practical lab sessions are well-supervised and closely linked to coursework.",4
SZABIST Islamabad,Islamabad,Computer Science,Sports,Postgraduate student,"University: SZABIST Islamabad, City: Islamabad. Sports: Facilities are adequate for casual and intramural sports.",5
CUST,Islamabad,Economics,Sports,Staff,"University: CUST, City: Islamabad. Sports: Facilities are adequate for casual and intramural sports. Facilities are small for growing interest, with limited coaching staff. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship.",2
